Ent1	Ent2	SumIC	AvgIC	Nfeats
P25789	P17980	0.6144572331607872	0.2048190777202624	3	4.411852520849538	0.5514815651061923	8
P82664	Q9Y399	0.6144572331607872	0.2048190777202624	3	3.999878689530019	0.4999848361912524	8
P43686	Q16186	0.6138694018134825	0.2046231339378275	3	3.6889117838926704	0.4611139729865838	8
Q99741	O43929	0.6144572331607872	0.2048190777202624	3	3.78972112103126	0.4737151401289075	8
Q96EB6	O43524	0.5577630928370044	0.18592103094566814	3	2.9734225657240345	0.3716778207155043	8
P62875	Q9UBU7	0.6173974572336698	0.20579915241122326	3	4.52648686891924	0.565810858614905	8
O75817	Q9UBV8	0.6144572331607872	0.2048190777202624	3	4.659906030270188	0.5824882537837734	8
Q7Z7A1	Q96AH0	0.6138694018134825	0.2046231339378275	3	3.940068470238637	0.49250855877982963	8
Q13608	O00623	0.6144572331607872	0.2048190777202624	3	4.397334551683429	0.5496668189604286	8
All	pairs	0.6144572331607872	0.2048190777202624	3	3.999878689530019	0.4999848361912524	8
