Ent1	Ent2	SumIC	AvgIC	Nfeats
P25789	P17980	0.6144572331607872	0.2048190777202624	3	3.5436330198510206	0.4429541274813776	8
P82664	Q9Y399	0.6144572331607872	0.2048190777202624	3	4.117008579402864	0.514626072425358	8
P43686	Q16186	0.6138694018134825	0.2046231339378275	3	3.8037023393555978	0.4754627924194497	8
Q99741	O43929	0.6173974572336698	0.20579915241122326	3	2.8091764953097065	0.3511470619137133	8
Q96EB6	O43524	0.5577630928370044	0.18592103094566814	3	3.8284839853829005	0.47856049817286256	8
P62875	Q9UBU7	0.6173974572336698	0.20579915241122326	3	4.066135666395255	0.5082669582994068	8
O75817	Q9UBV8	0.6144572331607872	0.2048190777202624	3	4.609810371383002	0.5762262964228753	8
Q7Z7A1	Q96AH0	0.6144572331607872	0.2048190777202624	3	3.505541416684406	0.43819267708555076	8
Q13608	O00623	0.7206689282777667	0.2402229760925889	3	4.039595615660866	0.5049494519576082	8
All	pairs	0.6144572331607872	0.2048190777202624	3	3.8284839853829005	0.47856049817286256	8
